Brand,Name,Category,Colors,Price,Sizes,Count_Sizes,Color_Name,product_Code,Review,Rating,Features,Comfort
Woodland,Grey Slip-On Shoe For Men,Men,3.0,1 346,4.0,"['41', '42', '43', '44']",GREY,FGC0Z7041642A,NA,NA,"This grey slip-on shoe offers a unique slim silhouette for a clean, timeless look. The slip-on shoe for men has polyurethane upper, is set on EVA outsole, and rubberized EVA socks insole that adds comfort under every step.
Material :-
PU
Outsole - EVA
Insole - Rubberized EVA sock",PU Outsole - EVA Insole - Rubberized EVA sock
Woodland,Snaype Casual Sneaker For Men,Men,2.0,2 157,6.0,"['40', '41', '42', '43', '44', '45']",SNAYPE,FGC0L4033001A,NA,NA,"Lightweight snaype casual sneakers for men with a lace-loop pattern is crafted out of high quality buff nubuck. The rubber sole has moderate lugs that makes it ideal for casual walks through cities and parks and the rubberized insole foot bed provides the stability and comfort.
Product features:
Rubber sole
Lace up style
Rubberized foam insole",Rubber sole Lace up style Rubberized foam insole
Woodland,Teal Sneaker For Men,Men,3.0,1 382,4.0,"['40', '41', '44', '45']",TEAL,FGC026041142A,NA,NA,"A sock-like instep and synthetic upper offer comfort on this lace-up sneaker grounded by a durable EVA cup sole. The contoured outsole and memory foam insole puts comfort under every stride. The teal sneaker also features rear pull tab, padded collar, arched heel, and is finished with Woodland branding.
Material :-
Synthetic upper
EVA outsole
Memory foam insole",Synthetic upper EVA outsole Memory foam insole
Woodland,Dgrey Slip-On Shoe For Men,Men,2.0,1 886,6.0,"['40', '41', '42', '43', '44', '45']",DGREY,FGC0Y9039142A,NA,NA,"Lightweight dgrey slip-on shoe has mesh PU upper that keeps this shoe breathable and is set on a contoured EVA outsole. The slip-on shoe for men features rear pull tab, compression knit collar, and memory foam insole.
Material :-
Mesh PU
EVA Outsole
Memory Foam Insole",Mesh PU EVA Outsole Memory Foam Insole
Woodland,Navy Sneakers For Men,Men,3.0,1 886,2.0,"['40', '41']",NAVY,FGC0Z7040072A,NA,NA,"Supportive pair of sneakers for men by Woodland comes in a polyurethane upper and a round-toe silhouette. The navy sneaker for men is set on a molded rubber and EVA outsole, has cushioned collar and pull tab on rear and tongue. Mesh detail on upper keeps the sneaker breathable and the memory foam insole helps in equal distribution of weight and provides stability.
Material :-
Polyurethane
Outsole - Rubber and EVA
Insole - EVA",Polyurethane Outsole - Rubber and EVA Insole - EVA
Woodland,Woodland Red Sneakers,Men,2.0,1 995,1.0,['40'],RED,FGC0C8012921B,NA,NA,"Trendy round toe lace-loop sneakers crafted out of suede linen. Designed to provide support and stability the Rubber sole offers a moderate tread on multiple surfaces providing an all-day comfort and support. The shoe also features PU foam insole padding that provides cushioning and stability to the foot. There is woodland branding on the sides of shoes.
Product features:
Rubber Sole
PU foam Insole","Trendy round toe lace-loop sneakers crafted out of suede linen. Designed to provide support and stability the Rubber sole offers a moderate tread on multiple surfaces providing an all-day comfort and support. The shoe also features PU foam insole padding that provides cushioning and stability to the foot. There is woodland branding on the sides of shoes.
Product features: Rubber Sole PU foam Insole"
Woodland,Grey Slip-On Shoe For Men,Men,3.0,1 684,5.0,"['40', '41', '42', '44', '45']",GREY,FGC0Y9041192A,NA,NA,"Grey slip-on shoe for men is crafted from breathable mesh PU upper and is fitted with a memory foam footbed for comfort. The slip-on shoes is set on EVA outsole with lugs on it for moderate traction.
Material :-
Mesh PU
EVA outsole
Memory foam insole",Mesh PU EVA outsole Memory foam insole
Woodland,White/Blue Sports Shoes For Men,Men,2.0,7 495,7.0,"['39', '40', '41', '42', '43', '44', '45']",WHITE/BLUE,FGC0DN0AR892A,NA,NA,"Striking white/blue sneaker sporting a sock-knit collar and mesh upper is branded with Woodland on tongue. The streamlined sneaker for men is outfitted with a moulded contoured outsole with good tread that ensures reliable ground grip and a soft cushioned footbed that puts comfort under every step, jump, or stride.
Material :-
Mesh Upper",Mesh Upper
Woodland,Lgrey/Orange Sports Shoes For Men,Men,2.0,7 495,7.0,"['39', '40', '41', '42', '43', '44', '45']",LGREY/ORANGE,FGC0DY0AR872A,NA,NA,"This sporty sneaker has a breathable suede mesh upper, a cushioned footbed and is set on a chunky, contoured outsole for a perfect everyday style that keeps you comfortable with every step. The lgrey/orange sports shoes for men holds your foot securely in place and features padded collar & tongue, rear pull tab, and contrasting colour accents that adds to the aesthetics of the shoe.
Material :-
Suede Mesh",Suede Mesh
Woodland,Black Fabric Luxury Sports Shoes,Men,2.0,4 047,6.0,"['40', '41', '42', '43', '44', '45']",BLACK,FGC0H40S9622A,NA,NA,"Enjoy your sports sessions by wearing these black menâs luxury sports shoes from Woodland. The pair features a high-quality fabric upperÂ which keeps your feet relaxed and ventilated all day long. The footbed is amply cushioned, eliminating chances of heel strain or foot fatigue. The sturdy and flexible sole lets you tread on multiple surfaces with ease. A light-weight pair designed to keep up your sports spirits!",
Woodland,Black Sports Shoes For Men,Men,2.0,7 495,7.0,"['39', '40', '41', '42', '43', '44', '45']",BLACK,FGC0DN0AR922A,NA,NA,"An all-activity sports shoes for men is set on a flexible outsole with arch support and tread on it, a moulded midsole that acts as a shock absorber and a mesh upper that keeps the shoes breathable. Engineered for stability the black sports shoes for men features a stand-out silhouette and delivers comfort & performance.
Material :-
Mesh",Mesh
Woodland,White/Black Sports Shoe For Men,Men,2.0,7 495,7.0,"['39', '40', '41', '42', '43', '44', '45']",WHITE/BLACK,FGC0DN0AR882A,NA,NA,"Breeze through your workout routine or morning run in this streamlined white/black sports shoe fortified with ample cushioning and a moulded midsole for shock absorption. The shoes for men is set on a contoured footbed and has a mesh upper that keeps it ventilated and breathable. The padded collar and tongue support ankle and protects foot from lace pressure respectively. The lace-up sports shoe is finished with rear pull tab and Woods branding on side.
Material :-
Mesh",Mesh
Woodland,White Fabric Luxury Sports Shoes,Men,2.0,4 047,6.0,"['40', '41', '42', '43', '44', '45']",WHITE,FGC0H40S9632A,NA,NA,"This pair of white menâs luxury sports shoes from Woodland has been designed to offer utmost comfort and stability. It features a high-quality, soft fabric upperÂ that allows your feet to breathe well as you indulge in multifarious activities. The footbed is amply cushioned, eliminating chances of strain or fatigue. The sturdy and flexible sole lets you tread on multiple surfaces with ease. A smart, light-weight pair that will make sports enjoyable!",
Woodland,Blue Sneakers For Men,Men,2.0,3 507,6.0,"['40', '41', '42', '43', '44', '45']",BLUE,FGC0H40S7552A,NA,NA,"Energize your everyday walks in this casual blue sneaker for men by Woodland. The fabric upper blue sneaker for men features webbing eyelets, pull tabs on rear, and has a midsole that acts as a shock absorber. The clean, classic sneaker silhouette is comfortable to wear for long hours.
Material: -
Fabric",Fabric
Woodland,Black/Red Sneaker For Men,Men,2.0,1 886,6.0,"['40', '41', '42', '43', '44', '45']",BLACK/RED,FGC0Y9040932A,NA,NA,"Comfort meets street-ready attitude in a sneaker that is set on a chunky rubber and phylon outsole. Mesh and polyurethane upper keeps the sneaker breathable and the fabric foam insole puts buoyant comfort under every step. The lace-up black/red sneaker features punched eyelets and is finished with bold Woodland branding on tongue.
Material :-
Mesh PU",Mesh PU
Woodland,Black Slip-On Sneaker,Men,2.0,3 237,6.0,"['40', '41', '42', '43', '44', '45']",BLACK,FGC0H40S7562A,NA,NA,"Slide into snug comfort with this fabric upper slip-on black sneaker that makes getting out for errands quick and easy. The casual slip sneaker features knit collar, pull tab or rear and upper, knit collar that gives a snug fit, and an arched heel support. The casual sneaker has moderate traction on it and is ideal for everyday walks.
Material: -
Fabric",Fabric
Woodland,Beige Fabric Luxury Sports Shoes,Men,2.0,4 047,6.0,"['40', '41', '42', '43', '44', '45']",BEIGE,FGC0H40S9642A,NA,NA,"Be at your sporty best by wearing these beige luxury sports shoes for men designed by Woodland. The premium quality fabric upper offers optimum breathability and a soft touch to your feet. The footbed is generously cushioned and the outsole is sturdy and flexible to keep your feet at ease as you indulge in sports. Besides this, the pair is durable, light in weight and easy to wear.",
Woodland,RB Brown Sneakers For Men,Men,2.0,3 147,6.0,"['40', '41', '42', '43', '44', '45']",RB BROWN,FGC0Z3024211C,NA,NA,"Casual sneaker in RB brown comes in a lace-up style and is built from durable soft leather. The sneakers feature chunky contoured EVA outsole, mildly cushioned collars for support to ankles, and a round toe silhouette. The PU foam insole gives the shoe a cushioned foot bed ensuring comfort for long hours, the sneakers are ideal for daily errands and walks through cities and park.
Product Features:
Leather
Cushioned collar
PU foam insole",Leather Cushioned collar PU foam insole
Woodland,Beige Sneaker For Men,Men,2.0,4 587,6.0,"['40', '41', '42', '43', '44', '45']",BEIGE,FGC0510R2012A,NA,NA,"Beige sneaker for men is set on a grippy outsole with tread, and has a suede upper punched eyelets, mesh detail on upper and side. The breathable sneaker keeps you moving and is finished with Woodland branding and contrast color details that adds to the aesthetic of the sneaker.
Material:-
Suede",Suede
Woodland,White Sports Shoes For Men,Men,1.0,6 995,7.0,"['39', '40', '41', '42', '43', '44', '45']",WHITE,FGC0DN0AR912A,NA,NA,"Lightweight, all-activity sneaker is set on a chunky, contoured outsole and a cushioned footbed that distributes weight uniformly and puts comfort under every stride. Featuring a mesh-upper that keeps the shoe ventilated, the white sports shoes for men has a moderate tread on outsole, and padded collar and tongue that supports the ankle and protects your feet from lace pressure respectively.
Material :-
Mesh",Mesh
Woodland,White Sports Shoe For Men,Men,2.0,4 587,5.0,"['40', '42', '43', '44', '45']",WHITE,FGC0510R2022A,NA,NA,"Built from Suede this white sports shoe for men is designed for physical activities. The shoe features mesh on upper that keeps it airy and breathable, smartly placed perforations that add to the ventilation to keep your feet dry while you sweat it out in the gym. The arched heel gives support and padded collar and tongue provide support to ankles and protect feet from lace pressure respectively.
Material :-
Suede",Suede
Woodland,Navy Chunky Sole Sneakers,Men,2.0,3 507,6.0,"['40', '41', '42', '43', '44', '45']",NAVY,FGC0BB033761A,NA,NA,"Durable nubuck and soft leather accents elevates this navy casual sneaker for men. EVA outsole adds comfort to these lightweight construction shoes that also feature mild cushioning on collars and tongue, and come in a lace up style. Moderate tread on the chunky outsole makes the casual sneakers ideal for daily wear, running errands through the city and for casual walks. Rubberized foam insole forms a cushioned foot bed and gives comfort in long wearing hours.
Product Features:
Nubuck
EVA outsole
Rubberized foam insole",Nubuck EVA outsole Rubberized foam insole
Woodland,Blue Slip On Shoes,Men,2.0,3 237,6.0,"['40', '41', '42', '43', '44', '45']",BLUE,FGC0H40S7542A,NA,NA,"Casual Blue slip-on shoes for men is crafted from fabric upper and has a stretched knit collar that perfectly hugs your foot. The slip on shoes has pull tabs on rear and top and is set on a durable outsole with moderate tread on it which makes it ideal for casual walks through cities, parks, malls, and more.
Material: -
Fabric",Fabric
Woodland,Black Sneaker For Men,Men,2.0,4 317,6.0,"['40', '41', '42', '43', '44', '45']",BLACK,FGC0H40S7572A,NA,NA,"Standout street sneaker for men is made from fabric upper and is set on a chunky outsole. The casual black sneaker for men has contrast color pop details, pull tab on rear, good traction on outsole, and is finished with Woodland branding on sides.
Material: -
Fabric",Fabric
Woodland,Grey Sneaker For Men,Men,2.0,4 317,6.0,"['40', '41', '42', '43', '44', '45']",GREY,FGC0510R2032A,NA,NA,"Grey sneaker wrapped in color block detail features a suede upper. The sneaker for men is set on a chunky outsole with arch heel support, has mesh detail that keeps the sneaker ventilated, pull tab on rear and tongue, and cushioning on tongue and collar for support. The lace-up sneaker with the signature Woodland branding and color details will add a punch to your outfits.
Material:-
Suede",Suede
Woodland,Black/Grey Sports Shoe For Men,Men,1.0,4 317,6.0,"['40', '41', '42', '43', '44', '45']",BLACK/LGREY,FGC0EM0S0152A,NA,NA,"Lightweight construction puts comfort under every step in black and grey sports shoe by Woods. The sporty, wear-everywhere sneaker for men features a cushioned tongue that protects feet from lace pressure and cushioned collar for support to ankles. The sports shoe also features arched heel support, pull tabs on rear, Woodsports branding on sides and suede accents that enhance its appearance.
Product Details:
Suede Fabric",Suede Fabric
Woodland,Olive Casual Sneaker,Men,2.0,1 800,6.0,"['40', '41', '42', '43', '44', '45']",OLIVE,FGC0H40T3262A,NA,NA,"Sporty styled casual sneaker in lace-up style and olive colour is built from breathable fabric with contrast leather details. Featuring a durable sole the shoes are comfortable to walk in for long hours.
Product Features:
Fabric upper
Cushioned foot bed
Rust free metal eyelets",Fabric upper Cushioned foot bed Rust free metal eyelets
Woodland,Black Sneakers For Men,Men,2.0,4 317,6.0,"['40', '41', '42', '43', '44', '45']",BLACK,FGC0510R1992A,NA,NA,"Modern sneaker in suede finish is set on a durable and chunky outsole that puts comfort under each step. The black sneaker for men features mesh detail that keeps the shoe breathable, has webbed eyelets, pull tab on tongue and rear, and cushioning on collar and tongue for support.
Material:-
Suede",Suede
Woodland,Black/Grey Casual Sneaker For Men,Men,1.0,4 857,6.0,"['40', '41', '42', '43', '44', '45']",BLACK/GREY,FGC0180T8762A,NA,NA,"The contrast collar and sole sets off the low-profile design of this casual sneaker. The perforated leather upper lends breathability to the black and grey sneaker from Woods that also feature rust free metal eyelets, and moderate traction on outsole making the casual sneakers ideal for walks through cities and parks.
Product Detail
Leather",Leather
Woodland,Blue/White Casual Sneaker For Men,Men,1.0,4 857,6.0,"['40', '41', '42', '43', '44', '45']",BLUE/WHITE,FGC0180T8752A,NA,NA,"The contrast collar and sole sets off the low-profile design of this casual sneaker. The perforated leather upper lends breathability to the blue and white sneaker from Woods that also feature rust free metal eyelets, and moderate traction on outsole making the casual sneakers ideal for walks through cities and parks.
Product Detail
Leather",Leather
Woodland,Woodland DOVE WHITE Sneakers,Men,2.0,2 832,6.0,"['39', '40', '41', '42', '43', '44']",DOVE WHITE,FGC0B3025091A,NA,NA,"These classic pair of Dove white casual sneakers from Woodland are a must have. The shoes are created using highly durable leather in softy ndm finish. The shoes have an overall solid colour and lace loop details. The light weight and abrasion resistant TPU/PU sole offers superior comfort and flexibility to feet the sole has moderate tread making it ideal for city walks.
Product features:
TPR sole
Light weight",
Woodland,Dark Grey Casual Sneaker For Men,Men,3.0,2 472,4.0,"['42', '43', '44', '45']",DGREY,FGC051028671A,NA,NA,"Clean and contemporary design casual sneakers in dark grey from Woodland have a suede upper and EVA sole. The shoes feature a round toe, lugs on the outsole that gives the shoes a moderate tread, cushioning on collars that gives support to ankles and come in a lace-up style. The comfortable shoe in black is a classic and perfect for everyday wear.
Features:
Suede upper
EVA sole
Traction on outsole
Padded collar for comfort",Suede upper EVA sole Traction on outsole Padded collar for comfort
Woodland,Navy Sports Sneaker For Men,Men,1.0,4 317,5.0,"['41', '42', '43', '44', '45']",NAVY,FGC0510S0112A,NA,NA,"A vibrant, exciting vintage inspired sports shoe combines comfort and street style. The Navy sports sneaker has moderate tread on outsole, an arched heel for support, mesh detail on collar and tongue for breathability, pull tabs on rear and Woodsports branding that elevates the aesthetics of the shoe.
Product Detail:
Suede",Suede
Woodland,Lgrey Sneaker For Men,Men,2.0,4 587,6.0,"['40', '41', '42', '43', '44', '45']",LGREY,FGC0510R2062A,NA,NA,"Breathable lgrey sneaker for men has suede upper and cushioning for everyday comfort. The sneaker for men flaunts arched heel for support, mesh detail that keeps the sneaker ventilated, lace-up style and cushioning on collar and tongue. The contrasting color branding adds to the aesthetics of the sneaker.
Material:-
Suede",Suede
Woodland,Woodland NAVY Sneakers,Men,1.0,2 832,7.0,"['39', '40', '41', '42', '43', '44', '45']",NAVY,FGC0V2025091A,NA,NA,"These classic pair of navy casual sneakers from Woodland are a must have. The shoes are created using highly durable leather in softy ndm finish. The shoes have an overall solid colour and lace loop details. The light weight and abrasion resistant TPU/PU sole offers superior comfort and flexibility to feet the sole has moderate tread making it ideal for city walksalks.
Product features:
TPR sole
Light weight",
Woodland,Sand Sports Shoe For Men,Men,1.0,4 317,5.0,"['41', '42', '43', '44', '45']",SAND,FGC0DY0S0072A,NA,NA,"Performance-inspired detailing brings comfort to this sleek, sporty shoe that has a breathable mesh sneaker with cushioned collars. The durable outsole provides easy flexibility and traction while the midsole acts as a shock absorber. The suede accents add to the appearance of the sporty sand shoe.
Product Details:
Suede Mesh",Suede Mesh
Woodland,BLUE Casual Sneakers,Men,1.0,3 822,6.0,"['40', '41', '42', '43', '44', '45']",BLUE,FGC0180V3512A,NA,NA,"Blue casual sneakers with lace-up details that gives it a vey trendy look. The durable sole has a moderate tread making the casual shoes perfect for long walks through cities, parks and airports.",
Woodland,Camel Casual Sneakers For Men,Men,2.0,1 800,0.0,[],CAMEL,FGC0G2030171A,NA,NA,"Round toe casual sneakers for men in camel colour gives comfort and an elevated look with its chunky sole. The sneakers come in a suede upper, the rubber and phylon outsole gives moderate traction and flexibility. Rubberized 8mm foam gives excellent cushioning and shapes to the contours of your feet. The contemporary looking sneakers are perfect for day long comfort.
Features:
Suede
Lace-up style
8mm Rubberized foam insole
Rubber and phylon outsole",Suede Lace-up style 8mm Rubberized foam insole Rubber and phylon outsole
Woodland,Army Sneaker For Men,Men,1.0,4 317,6.0,"['40', '41', '42', '43', '44', '45']",ARMY,FGC0150S0032A,NA,NA,"Comfort meets street-ready attitude in a sneaker that is designed from durable nubuck and features cushioned collar and tongue and knit detail on collar that gives a compression fit. The army sneaker by Woodsport is set on arched heel and durable outsole with moderate tread on it. The suede accents add to the aesthetics of the shoe, while the pull tab on rear makes it easy to wear and remove the shoe. Pair the casual sneaker with jeans or Bermuda shorts and t-shirt for casual everyday look.
Product Detail
Nubuck",Nubuck
Woodland,Grey Slip-On Shoes For Men,Men,3.0,1 414,4.0,"['41', '42', '43', '44']",GREY,FGC0Z7041542A,NA,NA,"This durable, everyday grey slip-on shoe for men is set on a EVA outsole with arch heel support and comes in durable PU upper. The slip-on shoe for men features heel pull tab, side goring's, and has fabric insole that adds to the comfort of the shoe.
Material :-
PU
Outsole - EVA
Insole - Fabric",PU Outsole - EVA Insole - Fabric
Woodland,Dark Green Casual Sneakers For Men,Men,2.0,2 472,3.0,"['41', '44', '45']",DGREEN,FGC028030281A,NA,NA,"Luxurious sneakers in dark green from Woodland with an update in design and comfort the casual shoes feature a round toe silhouette and is crafted from tatron. The shoes have a phylon sole that makes the shoes lightweight and gives them flexibility and bears Woodland logo branding on the outsoles. Rust free metal eyelets and the cushioned tongue protect feet from lace pressure. The shoes have a moderate traction on them and are apt for brisk walks.
Features:
Tatron
Round toes
Phylon sole
8mm foam insole",Tatron Round toes Phylon sole 8mm foam insole
Woodland,Grey High Ankle Sneakers,Men,2.0,2 250,1.0,['40'],GREY,FGC0H40U8442A,NA,NA,"High ankle sneakers in grey are crafted from a breathable fabric, have a round toe silhouette and chunky soles. The shoes have a slip-on style and the elastic goring on the collars and a pull-tab for on-off ease that helps slip in and out of the shoes easily.
Features:
Fabric
Slip-on style
Round toe
Chunky soles",Fabric Slip-on style Round toe Chunky soles
Woodland,Navy Sneakers For Men,Men,3.0,1 347,0.0,[],NAVY,FGC031039112A,NA,NA,"Casual navy sneaker for men come in a lace-up style and is built from durable canvas. Set on a durable and flexible rubber outsole and fabric foam insole the canvas sneaker also features pull tabs on rear and Woodland branding on sides in contrast neon colour that adds to the aesthetics to the canvas sneaker. The casual sneakers are ideal for walks through cities and park.
Material :-
Canvas
Outsole - Rubber
Insole - Fabric foam",Canvas Outsole - Rubber Insole - Fabric foam
Woodland,DNAVY High-Top Sneakers,Men,1.0,2 250,6.0,"['39', '40', '41', '42', '43', '44']",DNAVY,FGC089024571A,NA,NA,"Modern sneaker in dark navy for men from Woodland is fashioned from milled nubuck. Featuring lace-up detail, durable TPU/PU outsole has a moderate tread on it. These sneakers in round toe silhouette will turn heads every time you wear them.
Product Features:
Nubuck upper
Lace-up
Round-toe",Nubuck upper Lace-up Round-toe
Woodland,White Casual Sneaker For Men,Men,1.0,3 597,6.0,"['40', '41', '42', '43', '44', '45']",WHITE,FGC0H40U8012A,NA,NA,"Lightweight sneaker from Woods in white that boosts of a breathable fabric upper. The shoe features the classic lace-up style, pull tabs, durable rubber outsole and a round toe silhouette. Pair them with denims or shorts for a relaxed and comfortable style.
Product Features:
Fabric upper
Lace-up
Round toe
Pull tabs
Rubber outsole",Fabric upper Lace-up Round toe Pull tabs Rubber outsole
Woodland,Navy Slip-On Shoe For Men,Men,3.0,1 445,4.0,"['40', '41', '42', '44']",NAVY,FGC0Z7041632A,NA,NA,"A must-have for your casual wardrobe, this navy slip-on shoe is never going out of style. The shoe has polyurethane upper, is set on EVA outsole and has rubberized EVA sock insole that adds to the comfort of the shoe.
Material :-
PU
Outsole - EVA
Insole - Rubberized EVA sock",PU Outsole - EVA Insole - Rubberized EVA sock
Woodland,Navy /Brown Sneaker For Men,Men,1.0,4 317,4.0,"['42', '43', '44', '45']",NAVY/BROWN,FGC0150S0042A,NA,NA,"Comfort meets street-ready attitude in a sneaker that is designed from durable nubuck and features cushioned collar and tongue and knit detail on collar that gives a compression fit. The Navy/Brown sneaker by Woodsport is set on arched heel and durable outsole with moderate tread on it. The suede accents add to the aesthetics of the shoe, while the pull tab on rear makes it easy to wear and remove the shoe. Pair the casual sneaker with jeans or Bermuda shorts and t-shirt for casual everyday look.
Product Detail
Nubuck",Nubuck
Woodland,Cashew Brown Sneaker For Men,Men,2.0,2 696,3.0,"['40', '41', '42']",CASHEW BROWN,FGC0L4037411A,NA,NA,"Nubuck construction elevates this mid-top cashew brown casual sneakers for men that has a lace-up design. The casual sneaker for men is set on flexible rubber outsole, mesh foam insole that provides stability and comfort, and Woodland branding on side.
Material :-
Nubuck
Outsole - Rubber
Insole - Mesh Foam",Nubuck Outsole - Rubber Insole - Mesh Foam
Woodland,White Canvas Sneaker For Men,Men,2.0,1 239,3.0,"['42', '43', '44']",WHITE,FGC031039122A,NA,NA,"Everyday wear white canvas casual shoes from Woodland offers a snug-but-comfortable-fit. The shoes are set on a flexible rubber outsole with moderate traction and has fabric foam insole that puts comfort under every step. The lace-up shoes feature four-eyelet detail, Woodland branding on tongue and contrast color accents that adds to the aesthetic of the shoe. Wear the canvas shoe with jeans or Bermuda shorts for casual coffee run or daily errands.
Material :-
Canvas
Outsole: Rubber
Insole: Fabric foam",Canvas Outsole: Rubber Insole: Fabric foam
Woodland,Grey Sneakers For Men,Men,4.0,1 634,1.0,['40'],GREY,FGC0Y9040752A,NA,NA,"Grey casual sneaker from Woodland has a mesh polyurethane upper. The sneakers feature a casual lacing system with punched eyelets, mild cushioning around ankles, round toe silhouette and is set on a flexible EVA & TPR outsole. Moderate traction on the outsole and memory insole that takes the shape of your feet makes the shoe ideal for casual everyday walk.
Material :-
Mesh PU
Outsole - EVA & TPR
Insole - Memory Foam",Mesh PU Outsole - EVA & TPR Insole - Memory Foam
Woodland,Brown Outdoor Shoe,Men,4.0,1 941,3.0,"['40', '41', '44']",BROWN,FGC051019771A,NA,NA,"Brown lightweight and robust pair of low-ankle casual outdoor activity shoes made out of suede featuring a lace-loop pattern. The rubber sole has an excellent tread and the EVA midsole gives the shoes shock absorbing ability. The rubberized foam insole provides a cushioned foot bed making it a comfortable pair of sneakers.
Product Detail:
Rubberized foam insole
Rubber sole
EVA midsole",Rubberized foam insole Rubber sole EVA midsole
Woodland,Woodland SNAYPE Sneakers,Men,3.0,2 832,5.0,"['40', '41', '43', '44', '45']",SNAYPE,FGC0AR025091A,NA,NA,"These classic pair of snaype casual sneakers from Woodland are a must have. The shoes are created using highly durable leather in softy ndm finish. The shoes have an overall solid colour and lace loop details. The light weight and abrasion resistant TPU/PU sole offers superior comfort and flexibility to feet the sole has moderate tread making it ideal for city walks.
Product features:
TPR sole
Light weight","These classic pair of snaype casual sneakers from Woodland are a must have. The shoes are created using highly durable leather in softy ndm finish. The shoes have an overall solid colour and lace loop details. The light weight and abrasion resistant TPU/PU sole offers superior comfort and flexibility to feet the sole has moderate tread making it ideal for city walks.
Product features: TPR sole Light weight"
Woodland,Lbrown/White Sports Sneaker For Men,Men,1.0,4 317,3.0,"['43', '44', '45']",LBROWN/WHITE,FGC0510S0102A,NA,NA,"Designed to blend sporty and edgy aesthetics, a street-ready lbrown and white sneaker is set on a chunky sole, has cushioned collared and tongue, mesh fabric on collar and tongue for breathability, arched heel support and pull tabs on rear.
Product Detail:
Suede",Suede
Woodland,SNAYPE Casual Sneakers,Men,2.0,2 472,4.0,"['40', '43', '44', '45']",SNAYPE,FGC0AR025131A,NA,NA,"Woodland offers pair of rust snaype casual sneakers from Woodland are a must have. The shoes are created using waxy milled nubuck leather which makes them highly durable. The shoes have an overall solid colour and lace loop details. The light weight and abrasion resistant TPU/PU sole offers superior comfort and flexibility to feet, the sole has moderate tread making it ideal for city walks.
Product features:
TPU/PU sole
Light weight",TPU/PU sole Light weight
Woodland,Black Casual Sneakers For Men,Men,1.0,2 250,5.0,"['40', '41', '42', '43', '44']",BLACK,FGC0AJ024991A,NA,NA,"Striking sneaker in black is made from soft luxurious leather and is set on a platform sole. The lace-up shoes come in a round toe silhouette with EVA outsole and rubberized foam insole that adds a cushioned comfort to the sneakers. Pair the retro inspired sneakers with jeans and basic t shirt for a chic look.
Product Features:
Leather
EVA sole
Rubberized foam insole",Leather EVA sole Rubberized foam insole
Woodland,White Casual Sneaker For Men,Men,1.0,3 147,5.0,"['39', '40', '41', '42', '43']",WHITE,FGC0H40U8002A,NA,NA,"Casual white sneaker for men that stand out with the print on them and the placing pattern of the eyelets. Built from fabric the sneakers feature a printed design, casual lace-up styling, pull tabs and a durable rubber outsole. These basic sneakers can be paired with chinos, denim or shorts and will completely transform your style.
Product Features:
Fabric
Lightweight
Lace-up
Printed",Fabric Lightweight Lace-up Printed
Woodland,Navy And Grey Sneakers For Men,Men,2.0,3 372,1.0,['44'],NAVY/GREY,FGC0510T7812A,NA,NA,"Contemporary navy and grey sneakers in soft suede has a distinctive Woodsports logo on sides, contrasting color detail that adds to the appearance of the shoes. It is lightweight with durable sole that has a moderate traction on it, and a knitted collar detail that gives secure fit.
Product Features:
Suede",Suede
Woodland,Black/Apple Green Sneaker For Men,Men,2.0,1 886,4.0,"['41', '43', '44', '45']",BLACK/APPLE GREEN,FGC0Y9040922A,NA,NA,"Sporty Sneaker for Men has mesh PU upper that keeps it ventilated and is set on a chunky rubber and phylon outsole. The fabric foam insole gives smooth comfort making the black/apple green sneaker ideal for long easy runs. The apple green contrast Woodsport/Woodland branding adds to the aesthetics of the sneaker.
Material :-
Mesh PU",Mesh PU
Woodland,Black Sneaker For Men,Men,2.0,1 508,5.0,"['41', '42', '43', '44', '45']",BLACK,FGC0Y9040732A,NA,NA,"Sleek casual sneaker for men by Woodland has a mesh polyurethane upper. The black casual sneaker is set on a lightweight and flexible EVA and TPR outsole and has a memory foam insole that takes the shape of your feet and provides cushioning to your feet. The lace-up shoe has moderate traction on outsole and is ideal for casual everyday wear.
Material :-
Mesh PU
Outsole - EVA & TPR
Insole - Memory Foam",Mesh PU Outsole - EVA & TPR Insole - Memory Foam
Woodland,Grey Sports Shoe For Men,Men,2.0,4 857,3.0,"['43', '44', '45']",GREY,FGC0510R2042A,NA,NA,"Built for comfort ,this grey sports shoe for men features a suede upper with mesh detail on it keeping the shoe airy and breathable. The lace-up sports shoe for men has a rear pull tab, an arched heel for support, and bold Woodland branding on sides and on tongue that adds to the aesthetics of the shoe.
Material :-
Suede",Suede
Woodland,Blue Casual Sneaker For Men,Men,1.0,7 557,4.0,"['41', '42', '43', '44']",BLUE,FGC0510T7052A,NA,NA,"Blue lightweight casual sneaker in suede upper comes in a comfortable and snug fit. The sneakers features a pull-tab, cushioned collar and tongue, traction on the outsole, and arched heel support.
Product Features:
Suede
Pull tab
Arched heel
Lace-up style",Suede Pull tab Arched heel Lace-up style
Woodland,Grey/Owhite Slip-On Sneaker For Men,Men,3.0,1 445,1.0,['45'],GREY/OWHITE,FGC0Y9040392A,NA,NA,"A mesh and polyurethane upper lends optimal breathability to a contemporary grey/owhite slip-on sneaker set on flexible EVA outsole and fabric foam insole cushioned foot bed for long-lasting wear.
Material :-
Mesh PU",Mesh PU
